source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score,theme_ids,theme_detail,origin,end_date,popularity_src,region_group
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),한이제 오보에 독주회,2026-10-02 ~ 2026-10-02,만 6세 이상,"서울 강북구 월계로 173 (번동) | 위도:37.6214312, 경도:127.0406246","전석 20,000원","[PROGRAM] Charles Koechlin (1867-1950) 14 Pièces pour Hautbois et Piano, Op. 179 No. 1, Andante con moto, quasi allegretto moderato No. 2, Allegretto, pas vite No. 3, Andante No. 4, Allegro, assez animé, gai, solide No. 5, Très doux, presque adagio Francis Poulenc (1899-1963) Sonata for Oboe and Pia…",https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=37617&menuNo=1200007,"genre=서양음악(클래식);venue=꿈의숲아트센터 (콘서트홀);runtime=1시간 30분;cast=한이제, 김하은;producer=영음예술기획;state=공연예정;showtime=금요일(19：30);seats=584;tel=02-2289-5401;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-10-02,,capital
팝가(Popga) | 팝업스토어,팝업스토어,에일리언 스테이지 전시 - 표면과 이면,2026-12-18 ~ 2027-02-15,전연령,"서울 마포구 양화로 188 | 위도:37.5577932419, 경도:126.9264236981",,"🪞 〈ALIEN STAGE〉의 전시 ‘EXHIBITION -表裏- 표면과 이면’이 Space Galleria 서울 홍대에서 열려요! ✨ “거울을 들여다봐. 보이지? 이쪽은 이렇게나 편안해.” 이번 전시에서는 ALIEN STAGE의 세계관을 직접 만나볼 수 있고, 다양한 전시 굿즈도 판매될 예정이에요 🖤",https://popga.co.kr/popup/8839,홍대:1.0;에일리언 스테이지:1.0;ALIEN STAGE:1.0;에일리언 스테이지 전시:1.0;ALIEN STAGE EXHIBITION:1.0;표면과 이면:1.0;Space Galleria 서울 홍대:1.0;홍대 전시:1.0;홍대 팝업:1.0;애니메이션:1.0;홍대/신촌:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:19,2026-09-11 22:00:13,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,,popup,popup,popup,2027-02-15,,capital
팝가(Popga) | 팝업스토어,팝업스토어,다모여 페스타,2026-09-24 ~ 2026-10-13,전연령,"서울 마포구 양화로 188 | 위도:37.5577458059, 경도:126.9264983283",,우리의 모든 최애가 모이다! 다 모여 FESTA! ♥️ 반다이남코코리아와 SMG홀딩스가 함께 선보이는 다 모여 페스타! 추억의 IP 공식 굿즈와 다마고치 파라다이스 체험까지 한 공간에서 즐겨보세요✨,https://www.instagram.com/p/Dcucu6Jk5nS/,홍대:1.0;홍대 팝업:1.0;홍대/신촌:1.0;다모여:1.0;다모여 페스타:1.0;반다이남코코리아:1.0;SMG홀딩스:1.0;디지몬 어드벤처:1.0;프리큐어:1.0;아이엠스타:1.0;캐릭터:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:16,2026-09-11 22:00:13,애니/캐릭터:1.0;캐릭터:1.0;popup:1.0,,,popup,popup,popup,2026-10-13,,capital
팝가(Popga) | 팝업스토어,팝업스토어,GU 26FW 팝업,2026-09-12 ~ 2026-09-13,전연령,"서울 성동구 아차산로5길 24-14 | 위도:37.5473526953, 경도:127.0531990774",,GU가 크리에이티브 디렉터 프란체스코 리소(Francesco Risso)와 함께 2026FW 컬렉션을 새롭게 선보입니다. ♥️ 다양한 라이프 스타일에서 영감을 얻은 6가지 컨셉을 통해 새로운 코디네이션을 제안합니다. 팝업스토어에서 26FW GU의 다양한 제품을 만나보세요.,https://popga.co.kr/popup/8835,성수:1.0;성수 팝업:1.0;GU:1.0;지유:1.0;지유 팝업:1.0;GU:1.0;패션:1.0;출근복 추천:1.0;출근복 쇼핑:1.0;성수 쇼핑:1.0;pick_count:30,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2026-09-13,,capital
팝가(Popga) | 팝업스토어,팝업스토어,패브릭 도쿄 팝업,2026-10-03 ~ 2026-10-11,전연령,"서울 중구 명동길 62 | 위도:37.5638546065, 경도:126.9858171056",,"일본을 사로잡은 패브릭 도쿄의 스마트한 비즈니스웨어를 한국 팝업 스토어에서 직접 경험해 보세요. 👨‍🦰 일본 남성복의 판도를 바꾼 패션테크 브랜드, FABRIC TOKYO는 IT 기술과 전통 테일러링을 결합하여 일본 남성복 시장의 판도를 바꾼 대표적인 패션테크(Fashion-Tech) 브랜드입니다. ♥️",https://popga.co.kr/popup/8834,명동:1.0;명동 팝업:1.0;패션:1.0;패브릭 도쿄:1.0;FABRIC TOKYO:1.0;패브릭 도쿄 팝업:1.0;남자 옷 추천:1.0;남자 옷 브랜드:1.0;pick_count:7,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2026-10-11,,capital
팝가(Popga) | 팝업스토어,팝업스토어,애즈온 X 네거티브쓰리 팝업,2026-09-11 ~ 2026-09-13,전연령,"서울 마포구 어울마당로 94-12 | 위도:37.5530518835, 경도:126.9222836321",,"애즈온 X 네거티브쓰리가 애즈온 스토어에서 열려요! 💗 애즈온의 26 F/W 컬렉션과 NEGATIVETHREE와의 협업 제품을 선발매로 만나볼 수 있고, 다양한 할인과 구매 혜택이 준비되어 있어요. 새로운 시즌의 스타일을 팝업에서 즐겨보세요✨",https://www.instagram.com/p/DcupWXxEjtq/,홍대:1.0;홍대 팝업:1.0;홍대/신촌:1.0;합정역 쇼핑:1.0;홍대 쇼핑:1.0;서울:1.0;서울 팝업:1.0;애즈온 팝업:1.0;네거티브쓰리 팝업:1.0;애즈온:1.0;네거티브쓰리:1.0;마포구:1.0;패션:1.0;AS”ON:1.0;NEGATIVETHREE:1.0;pick_count:5,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2026-09-13,,capital
팝가(Popga) | 팝업스토어,팝업스토어,어반드레스 팝업,2026-09-01 ~ 2026-09-27,전연령,"서울 성동구 연무장길 37-21 | 위도:37.5435069282, 경도:127.0536696732",,어반드레스 팝업이 성수에서 열립니다! 팝업에서만 만나볼 수 있는 다양한 프로모션과 아이템을 직접 만나보세요. 💗 그리고 이번 팝업에는 하루 동안 어반드레스와 함께할 SPECIAL POP-UP MANAGER가 등장할 예정이니 많은 관심 부탁드립니다! 🙇‍♀️,https://www.instagram.com/p/DcvZYQEkdV-/,성수:1.0;성수 팝업:1.0;어반드레스:1.0;어반드레스 팝업:1.0;패션:1.0;패션 팝업:1.0;avandress:1.0;pick_count:16,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2026-09-27,,capital
팝가(Popga) | 팝업스토어,팝업스토어,몬스타기어 X 인텔 팝업,2026-09-22 ~ 2026-10-05,전연령,"서울 영등포구 경인로 846 | 위도:37.5156680341, 경도:126.9076659955",,"몬스타기어 X 인텔이 롯데백화점 영등포점에서 열려요! ⌨️💻 커스텀 키보드와 스위치, 인텔 프로세서 기반의 커스텀 PC를 직접 체험할 수 있는 팝업이에요. 타건존에서 다양한 키보드와 스위치를 두드려보고, 게이밍 PC존에서 고성능 커스텀 PC도 경험할 수 있어요. 오프라인에서만 느낄 수 있는 특별한 키보드 감성을 즐겨보세요✨",https://www.instagram.com/p/DcP9jd8Gcuf/,영등포:1.0;영등포 팝업:1.0;몬스타기어 팝업:1.0;인텔 팝업:1.0;롯데백화점 영등포점:1.0;전자제품:1.0;키보드:1.0;PC:1.0;커스텀 키보드:1.0;Monstergear:1.0;intel:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:2,2026-09-11 22:00:13,디지털/테크:1.0;전자기기:1.0;popup:1.0,,,popup,popup,popup,2026-10-05,,capital
팝가(Popga) | 팝업스토어,팝업스토어,마녀공장 소이빈 방앗간 팝업,2026-09-09 ~ 2026-09-21,전연령,"서울 성동구 연무장길 99 | 위도:37.5411287521, 경도:127.0601856194",,"소이빈 방앗간에서는 좋은 클렌징이 만들어지는 과정을 경험합니다. 🫘 방앗간에서 좋은 콩을 고르고, 필요한 것만 담아내는 과정. 마녀공장은 그 과정을 퓨어 소이빈 클렌징에 담았습니다. 피부에 필요한 것은 남기고, 불필요한 것만 빈틈없이 비운 퓨어 소이빈을 경험해 보세요. ♥️",https://www.instagram.com/p/Dc-00fSk3yY/?img_index=1,성수:1.0;성수 팝업:1.0;마녀공장:1.0;뷰티:1.0;뷰티 팝업:1.0;체험형 팝업:1.0;사전 예약:1.0;마녀공장 소이빈 방앗간 팝업:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:135,2026-09-11 22:00:13,뷰티:1.0;화장품:1.0;popup:1.0,,,popup,popup,popup,2026-09-21,,capital
팝가(Popga) | 팝업스토어,팝업스토어,유월제주 팝업,2026-09-01 ~ 2026-10-31,전연령,"서울 성동구 왕십리로 58 | 위도:37.5427321765, 경도:127.044763775",,"제주 감성을 담은 브랜드 유월제주와 오래오래함께가게가 함께하는 팝업스토어예요. 🍊 제주 라이프스타일 F&B 브랜드, 유월제주의 제품을 느낄 수 있는 공간을 즐겨보세요✨",https://www.instagram.com/p/Dcs_vBehDYe/,성수:1.0;성수 팝업:1.0;유월제주 팝업:1.0;플레이스 성수:1.0;쇼핑가능:1.0;제주 브랜드:1.0;팝업스토어:1.0;F&B:1.0;감귤뱅쇼:1.0;수제잼:1.0;와인시럽:1.0;couple_score:1.3;couple_signal_soft:1.0;pick_count:30,2026-09-11 22:00:13,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,,popup,popup,popup,2026-10-31,,capital
팝가(Popga) | 팝업스토어,팝업스토어,XYZ 팝업 - 무쟈게,2026-09-01 ~ 2026-09-27,전연령,"서울 성동구 연무장길 37-21 | 위도:37.5435069282, 경도:127.0536696732",,"무쟈게 팝업이 열려요! 🖤 다양한 브랜드와 아티스트가 참여해 각 층마다 색다른 경험을 선사해요. ♥️ 달라또의 디저트, 어반드레스의 패션, 성태진작가 X 태권V의 전시, 럭럭의 굿즈 등 볼거리와 즐길 거리가 가득해요. 현장에서 직접 만나보세요✨",https://www.instagram.com/p/DckfAS1TbgA/,성수:1.0;성수 팝업:1.0;성수 데이트:1.0;XYZ 팝업:1.0;XYZ서울:1.0;서울 팝업:1.0;무쟈게:1.0;달라또:1.0;어반드레스:1.0;성태진작가:1.0;태권V:1.0;럭럭:1.0;무쟈게 힙한 팝업:1.0;couple_score:1.3;couple_signal_strong:1.0;pick_count:16,2026-09-11 22:00:13,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,,popup,popup,popup,2026-09-27,,capital
팝가(Popga) | 팝업스토어,팝업스토어,엘로리아 팝업,2026-09-03 ~ 2026-09-16,전연령,"서울 영등포구 여의대로 108 | 위도:37.5257099182, 경도:126.9284915303",,"엘로리아가 더현대 서울에서 열려요! 엘로리아는 향을 중심으로 다양한 제품을 선보이는 브랜드예요. 💗 이번 팝업에서는 전 제품과 신제품 MOON Dropper Diffuser, About Love: WITH YOU 라온 컬렉션을 가장 먼저 만날 수 있어요. 바주요와의 콜라보 아트피스도 함께 전시되며, 다양한 향과 특별한 협업 작품을 만나러 더현대로 오세요✨",https://www.instagram.com/p/DcxHTD9nK4z/,여의도:1.0;여의도 팝업:1.0;엘로리아:1.0;더현대 서울:1.0;리빙:1.0;전시:1.0;향수:1.0;콜라보:1.0;더현대서울 팝업:1.0;향수 팝업:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:5,2026-09-11 22:00:13,라이프스타일:1.0;리빙/인테리어:1.0;popup:1.0,,,popup,popup,popup,2026-09-16,,capital
팝가(Popga) | 팝업스토어,팝업스토어,스키즘인듀싱 팝업,2026-09-08 ~ 2026-09-14,전연령,"서울 용산구 이태원로 230 | 위도:37.535484364, 경도:126.9992831248",,"스키즘인듀싱은 기존의 고정관념에서 벗어나 아카이브를 존중하되 이를 끊임없이 분열시키고 재창조하는 독창적인 감성의 컨템포러리 패션 브랜드입니다. 💗 이번 팝업에서는 26FW 신상과 콜라보 상품, 캐리오버 상품을 할인된 가격에 만나볼 수 있고, 2차 발매 예정 상품도 오프라인에서 미리 피팅해볼 수 있으니 가을 옷 미리 GET하러 떠나보세요! 😁",https://www.instagram.com/p/DcvL9RRmgtz/,한남:1.0;한남 팝업:1.0;서울:1.0;서울 팝업:1.0;SCHISM INDUCING 팝업:1.0;보배릿 팝업:1.0;무신사 스페이스 한남:1.0;패션:1.0;팝업스토어:1.0;패션 팝업:1.0;용산:1.0;용산 팝업:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:1,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2026-09-14,,capital
팝가(Popga) | 팝업스토어,팝업스토어,죠노네 X 뉴뉴 팝업,2026-09-07 ~ 2026-09-13,전연령,"서울 성동구 연무장길 89 | 위도:37.5413763821, 경도:127.0594042771",,"죠노네가 뉴뉴를 만났어요 💭💗 이번 팝업을 위해 뉴뉴만의 젊고 힙한 무드를 죠노네만의 감성으로 재해석한 단독 디자인 말랑이 20종을 새롭게 선보입니다! 컬러부터 파츠, 디테일까지 키치하고 트렌디한 무드의 말랑이와 슬랑이를 만나보세요! 🍒⭐️",https://www.instagram.com/p/Dcs5Z60xnpA/,성수:1.0;성수 팝업:1.0;말랑이:1.0;뉴뉴:1.0;슬랑이:1.0;수제말랑이:1.0;죠노네:1.0;죠노네 팝업:1.0;말랑이 팝업:1.0;슬랑이 팝업:1.0;직장인 스트레스 해소:1.0;라이프스타일:1.0;취미생활:1.0;문구:1.0;couple_score:1.2;couple_signal_soft:1.0;pick_count:39,2026-09-11 22:00:13,라이프스타일:1.0;문구/아트:1.0;여행/취미/여가:1.0;문구:1.0;popup:1.0,,,popup,popup,popup,2026-09-13,,capital
팝가(Popga) | 팝업스토어,팝업스토어,민주킴 X 에잇세컨즈 이벤트,2026-08-26 ~ 2026-09-15,전연령,"서울 송파구 올림픽로 300 | 위도:37.5136847189, 경도:127.1036598893",,에잇세컨즈와 디자이너 브랜드 민주킴이 두 번째 협업 컬렉션 'A Bouquet of Heart'를 출시한 기념으로 잠실에서 콜라보 이벤트를 진행합니다! 💗,https://popga.co.kr/popup/8821,잠실:1.0;잠실 이벤트:1.0;잠실 팝업:1.0;민주킴:1.0;에잇세컨즈:1.0;minjukim:1.0;8 seconds:1.0;출시기념이벤트:1.0;패션:1.0;패션 팝:1.0;pick_count:7,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2026-09-15,,capital
팝가(Popga) | 팝업스토어,팝업스토어,이베넛 팝업,2026-09-01 ~ 2026-09-15,전연령,"서울 송파구 올림픽로 300 | 위도:37.5137129859, 경도:127.1043018292",,"엄선한 프리미엄 견과류에 유기농 비정제 설탕과 히말라야 핑크솔트만 더해 만든 건강한 프리미엄 견과류 정과! 어디에나 함께하는 이베넛! 가볍게 산책하는 길에도, 바쁜 하루 사이에도 부담 없이 즐기기 좋은 간식으로 딱인 만큼 팝업을 통해서 만나보세요! 💗",https://popga.co.kr/popup/8820,잠실:1.0;잠실 팝업:1.0;잠실 롯데월드몰:1.0;이베넛:1.0;이베넛 팝업:1.0;견과류:1.0;유기농 견과류 팝업:1.0;견과류 정과:1.0;프리미엄 견과류 추천:1.0;추석 선물 추천:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:3,2026-09-11 22:00:13,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,,popup,popup,popup,2026-09-15,,capital
팝가(Popga) | 팝업스토어,팝업스토어,비에스래빗 언주 팝업,2026-08-20 ~ 2027-02-28,전연령,"서울 강남구 논현로 637 | 위도:37.5103856331, 경도:127.0321254077",,"겨울이 조금 일찍 시작되는 거리가 있다. ☃️ 보드가 매장 앞을 오가고, 첫눈이 오기 전부터 아우터가 먼저 눈에 들어오고, 시즌이 본격적으로 시작되기 전부터 어떤 재킷과 팬츠, 장갑, 레이어를 입어볼지 이미 감이 오는 곳 '비에스래빗' 팝업에 여러분을 초대합니다. 💗",https://popga.co.kr/popup/8819,강남:1.0;강남 팝업:1.0;강남/서초:1.0;비에스래빗:1.0;패션:1.0;패션 팝업:1.0;BSRABBIT:1.0;스노우보더 팝업:1.0;스노우보드 팝업:1.0;pick_count:1,2026-09-11 22:00:13,패션:1.0;의류:1.0;popup:1.0,,,popup,popup,popup,2027-02-28,,capital
팝가(Popga) | 팝업스토어,팝업스토어,달라또 팝업,2026-09-01 ~ 2026-09-27,전연령,"서울 성동구 연무장길 37-21 | 위도:37.5435069282, 경도:127.0536696732",,"단, 3일간 진행하는 핫한 디저트 모음 ZIP! 🥐🥯♥️ 좋은 기회로 성수에서 팝업을 진행하게 되었으니 달콤한 디저트를 만나보실 기회를 놓치지 마세요! 😁",https://www.instagram.com/p/DctDxC8mQY3/?img_index=1,성수:1.0;성수 팝업:1.0;F&B:1.0;디저트:1.0;디저트 팝업:1.0;두쫀쿠:1.0;크림모찌:1.0;양쯔깐루:1.0;케이크:1.0;dallatto:1.0;달라또:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:78,2026-09-11 22:00:13,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,,popup,popup,popup,2026-09-27,,capital
팝가(Popga) | 팝업스토어,팝업스토어,라이프밀 팝업 - FREEZE LAB,2026-09-10 ~ 2026-09-23,전연령,"서울 용산구 한강대로23길 55 | 위도:37.5297718014, 경도:126.9647415035",,"좋은 원물의 맛과 영양을 그대로 지키기 위한 라이프밀의 실험, FREEZE LAB 🧊🍅🥦 라이프밀 팝업을 용산 아이파크몰에서 진행하니 많은 관심 부탁드립니다! 💗",https://www.instagram.com/p/DcabaNskeCl/?img_index=1,용산:1.0;용산 팝업:1.0;라이프밀:1.0;라이프밀 팝업:1.0;아이파크몰:1.0;리빙:1.0;굿즈:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:18,2026-09-11 22:00:13,F&B:1.0;라이프스타일:1.0;카페/디저트/베이커리:1.0;건강/헬스:1.0;popup:1.0,,,popup,popup,popup,2026-09-23,,capital
팝가(Popga) | 팝업스토어,팝업스토어,그림책으로 만나는 5명의 작가 세계 <상상책방>,2026-09-02 ~ 2026-09-29,전연령,"서울 성북구 삼양로 41 | 위도:37.6067769, 경도:127.0235843",,"청년창업실험공간 공업사 9월 팝업스토어 상상책방 <그림책으로 만나는 5명의 작가 세계> 전시📖 다섯 작가의 세계가 한 권의 책처럼 펼쳐집니다. 그림책 속 이야기를 직접 만나고, 작가와 함께 만들어보는 다섯 가지 워크숍을 준비했어요! 🖌️ 즈세 @drawingfffiesta 희망과 용기를 다정한 원화에 담아 따뜻한 이야기를 전합니다. 🔔 당신도 할 수 있다, 굿즈를 만들고 이벤트 행사에 나가봅시다 9. 5.(토) 15:00–16:30 · 10,000원 🖌️ 김상규 @sangkyu_work 고려불화를 비롯한 옛그림을 연구하고, 한국 전…",https://www.instagram.com/p/Dcr0CcvE8gQ/?img_index=1,성북:1.0;청년창업실험공간:1.0;공업사 팝업:1.0;공업사 전시:1.0;그림책으로 만나는 5명 작가 세계:1.0;성북 전시:1.0;서울 전시:1.0;couple_score:1.2;couple_signal_soft:1.0;pick_count:4,2026-09-11 22:00:13,문구/아트:1.0;예술/미술:1.0;일러스트/디자인:1.0;popup:1.0,,,popup,popup,popup,2026-09-29,,capital
팝가(Popga) | 팝업스토어,팝업스토어,모모리 팝업,2026-09-04 ~ 2026-09-16,전연령,"서울 서초구 신반포로 176 | 위도:37.5051030048, 경도:127.0043485919",,"순간(Moment)과 추억(Memory)을 간직하는 굿즈스토어 모모리가 신세계백화점 강남점 센트럴 오픈스테이지에서 팝업을 오픈해요 ✨ 명탐정 코난, 헌터×헌터, 괴수 8호, 나 혼자만 레벨업 등 일본 애니메이션 IP부터 디즈니, 산리오까지 다양한 캐릭터 굿즈를 한자리에서 만나보세요! 🎁💙",https://x.com/momorystore/status/2094339920483811444,강남:1.0;모모리:1.0;MOMORY:1.0;모모리 팝업:1.0;신세계백화점 강남점:1.0;센트럴 오픈스테이지:1.0;강남 팝업:1.0;헌터X헌터:1.0;헌터X헌터 굿즈:1.0;명탐정 코난:1.0;괴수 8호:1.0;나 혼자만 레벨업:1.0;디즈니:1.0;산리오:1.0;애니메이션:1.0;캐릭터:1.0;굿즈:1.0;강남/서초:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:4,2026-09-11 22:00:13,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,,popup,popup,popup,2026-09-16,,capital
팝가(Popga) | 팝업스토어,팝업스토어,모모리 팝업,2026-09-01 ~ 2026-09-13,전연령,"경기 성남시 분당구 판교역로146번길 20 | 위도:37.3927206148, 경도:127.1120248134",,"순간(Moment)과 추억(Memory)을 간직하는 굿즈스토어 모모리가 현대백화점 판교점에 팝업을 오픈해요! 명탐정 코난, 헌터×헌터, 괴수 8호, 나 혼자만 레벨업 등 일본 애니메이션 IP부터 디즈니, 산리오까지 다양한 캐릭터 굿즈를 한자리에서 만나보세요! 🎁💖",https://x.com/momorystore/status/2094339920483811444,판교:1.0;모모리:1.0;MOMORY:1.0;모모리 팝업:1.0;현대백화점 판교점:1.0;아이코닉스퀘어:1.0;판교 팝업:1.0;성남 팝업:1.0;헌터X헌터:1.0;헌터X헌터 굿즈:1.0;명탐정 코난:1.0;괴수 8호:1.0;나 혼자만 레벨업:1.0;디즈니:1.0;산리오:1.0;애니메이션:1.0;캐릭터:1.0;굿즈:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:2,2026-09-11 22:00:13,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,,popup,popup,popup,2026-09-13,,capital
팝가(Popga) | 팝업스토어,팝업스토어,헌터X헌터 팝업,2026-09-18 ~ 2026-10-18,전연령,"서울 광진구 아차산로 272 | 위도:37.5387692122, 경도:127.0726807072",,인기 애니메이션 「헌터X헌터」 팝업이 롯데시네마 건대입구 3층 브이스퀘어에 오픈해요 🎣,https://x.com/v_square_kr/status/2094382695438762234,건대:1.0;헌터X헌터:1.0;HUNTER×HUNTER:1.0;헌터X헌터 팝업:1.0;브이스퀘어:1.0;V-SQUARE:1.0;롯데시네마 건대입구:1.0;건대 팝업:1.0;광진구 팝업:1.0;애니메이션:1.0;만화:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:20,2026-09-11 22:00:13,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,,popup,popup,popup,2026-10-18,,capital
팝가(Popga) | 팝업스토어,팝업스토어,타네무라 아리나 30주년 기념전,2026-10-03 ~ 2026-12-06,전연령,"서울 마포구 양화로 188 | 위도:37.5578022307, 경도:126.9263897362",,"『달빛천사』, 『신풍괴도 잔느』 등으로 사랑받은 만화가 타네무라 아리나의 30주년 기념전이 AK PLAZA 홍대 3층 Space Galleria에 오픈해요 🫶🏻 타네무라 아리나 작가의 작품과 함께 전시회 한정 신규 일러스트를 만나보세요! 🥳",https://x.com/SpaceGalleriaKR/status/2094349477230325860,홍대:1.0;타네무라 아리나:1.0;타네무라 아리나 전시:1.0;타네무라 아리나 30주년 기념전:1.0;달빛천사:1.0;신풍괴도 잔느:1.0;AK PLAZA 홍대:1.0;Space Galleria:1.0;홍대 전시:1.0;홍대 팝업:1.0;애니메이션:1.0;만화:1.0;홍대/신촌:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:17,2026-09-11 22:00:13,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,,popup,popup,popup,2026-12-06,,capital
팝가(Popga) | 팝업스토어,팝업스토어,블로키 X 하비소울 팝업,2026-09-01 ~ 2026-09-15,전연령,"경기 하남시 미사대로 750 | 위도:37.5454041232, 경도:127.2239403316",,"좋아하는 캐릭터부터 새로운 최애까지 한자리에! 블로키 X 하비소울이 스타필드 하남에 찾아옵니다. 💛 보기만 해도 소장 욕구를 자극하는 인기 캐릭터 피규어부터 손에서 놓기 힘든 폭신폭신 말랑이, 🎁 무엇이 나올지 기대되는 블라인드박스, ⌨️ 나만의 키보드를 꾸며줄 캐릭터 키캡, 그리고 다양한 캐릭터 굿즈까지 만나보세요!",https://popga.co.kr/popup/8804,하남:1.0;하남 팝업:1.0;하남 스타필드:1.0;하남 스타필드 팝업:1.0;블로키:1.0;하비소울:1.0;하비소울 팝업:1.0;블로키 팝업:1.0;말랑이:1.0;슬랑이:1.0;말랑이 팝업:1.0;슬랑이 팝업:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:2,2026-09-11 22:00:13,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,,popup,popup,popup,2026-09-15,,capital
팝가(Popga) | 팝업스토어,팝업스토어,스포티파이 하우스 서울,2026-09-10 ~ 2026-09-13,전연령,"서울 성동구 성수일로6길 36 | 위도:37.5443317433, 경도:127.0537788947",,성수에 Spotify House Seoul이 다시 찾아옵니다🏠 즐길 거리 가득한 낮부터 지금 가장 핫한 무대로 가득 채울 밤까지!,https://www.instagram.com/p/DcKpqW-E8d5/,성수:1.0;성수 팝업:1.0;성수 공연:1.0;성수 이벤트:1.0;스포티파이:1.0;체험형 팝업:1.0;사전 예약:1.0;연예인:1.0;음악:1.0;spotify:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:54,2026-09-11 22:00:13,엔터테인먼트:1.0;연예인/셀럽:1.0;도서/음반:1.0;연예인:1.0;popup:1.0,,,popup,popup,popup,2026-09-13,,capital
팝가(Popga) | 팝업스토어,팝업스토어,정진운 사진전,2026-09-02 ~ 2026-09-20,전연령,"서울 성동구 뚝섬로 343 | 위도:37.5405360338, 경도:127.0489664671",,"〈당신이 좋아했던 영화의 첫 장면은?〉 사진작가 정진운의 시선으로 마주하는 오리건의 순간을 만나보세요. 🎥🍿 어떤 장면은 오래도록 기억에 남고, 어떤 순간은 한 편의 영화처럼 마음속에 머무릅니다. 오리건관광청이 선정한 포토그래퍼 정진운이 바라본 오리건의 풍경과 순간을 서울숲에서 만나보세요. ♥️",https://www.instagram.com/p/Dcah_HsCSv0/,성수:1.0;성수 전시:1.0;성수 전시회 추천:1.0;사진전:1.0;성수 데이트:1.0;성수 데이트 추천:1.0;couple_score:2.1;couple_signal_strong:1.0;pick_count:13,2026-09-11 22:00:13,문구/아트:1.0;라이프스타일:1.0;예술/미술:1.0;여행/취미/여가:1.0;popup:1.0,,,popup,popup,popup,2026-09-20,,capital
팝가(Popga) | 팝업스토어,팝업스토어,에이엔 팝업 - NOW LAB : X to Z PROJECT,2026-09-03 ~ 2026-09-14,전연령,"서울 영등포구 여의대로 108 | 위도:37.5257505043, 경도:126.9285593687",,더현대 서울 dududo showroom에서 신인 보이그룹 AEN(에이엔)의 데뷔를 기념하는 'AEN CONTENT SHOWROOM🔗 NOW LAB : X to Z PROJECT'가 개최됩니다!,https://www.instagram.com/p/DcknVQoif52/,여의도:1.0;여의도 팝업:1.0;에이엔:1.0;에이엔 팝업:1.0;신인 보이그룹 팝업:1.0;[A NEW ERA OF NOW]:1.0;X to Z (Next to me):1.0;연예인:1.0;pick_count:3,2026-09-11 22:00:13,연예인/셀럽:1.0;연예인:1.0;popup:1.0,,,popup,popup,popup,2026-09-14,,capital
